ID,Sex,PC,YearTagged,DateTagged,DamGenID,DamSource,SireGenID,SireSource,BirthDate,TimeToRecovery,Domestication_Index,DamID,SireID
OR21,M,57,2018,4/17/18,110571,captive,110572,captive,2/14/17,61,6.8301,OI35,OD50
YG61,F,57,2018,4/10/18,110571,captive,110572,captive,2/14/17,60,6.8301,OI35,OD50
YG68,F,57,2018,4/10/18,110571,captive,110572,captive,2/14/17,60,6.8301,OI35,OD50
YG69,F,57,2018,4/10/18,110571,captive,110572,captive,2/14/17,60,6.8301,OI35,OD50
YG89,M,57,2018,4/10/18,110571,captive,110572,captive,2/14/17,60,6.8301,OI35,OD50
YG91,M,57,2018,4/10/18,110571,captive,110572,captive,2/14/17,60,6.8301,OI35,OD50
OR11,M,58,2018,4/17/18,110581,captive,110582,captive,2/14/17,61,7.95505,OI49,OI70
OR15,M,58,2018,4/17/18,110581,captive,110582,captive,2/14/17,61,7.95505,OI49,OI70
OR16,M,58,2018,4/17/18,110581,captive,110582,captive,2/14/17,61,7.95505,OI49,OI70
OR20,M,58,2018,4/17/18,110581,captive,110582,captive,2/14/17,61,7.95505,OI49,OI70
OR22,M,58,2018,4/17/18,110581,captive,110582,captive,2/14/17,61,7.95505,OI49,OI70
YG41,F,58,2018,2/21/18,110581,captive,110582,captive,2/14/17,53.14285714,7.95505,OI49,OI70
YG55,F,58,2018,3/21/18,110581,captive,110582,captive,2/14/17,57.14285714,7.95505,OI49,OI70
YG63,F,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG65,F,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG67,F,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG77,F,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG78,F,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG80,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG81,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG83,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG84,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG85,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG86,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG87,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG90,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG93,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG94,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG96,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
YG97,M,58,2018,4/10/18,110581,captive,110582,captive,2/14/17,60,7.95505,OI49,OI70
OR14,M,59,2018,4/17/18,110591,captive,110592,captive,2/14/17,61,6.5957,YF44,YS24
YG44,F,59,2018,3/6/18,110591,captive,110592,captive,2/14/17,55,6.5957,YF44,YS24
YG73,F,59,2018,4/10/18,110591,captive,110592,captive,2/14/17,60,6.5957,YF44,YS24
YG74,F,59,2018,4/10/18,110591,captive,110592,captive,2/14/17,60,6.5957,YF44,YS24
YG95,M,59,2018,4/10/18,110591,captive,110592,captive,2/14/17,60,6.5957,YF44,YS24
YG98,F,59,2018,4/17/18,110591,captive,110592,captive,2/14/17,61,6.5957,YF44,YS24
YH01,F,60,2018,1/17/18,110601,captive,110602,captive,2/14/17,48.14285714,7.5625,OH32,YV22
YH08,F,60,2018,1/17/18,110601,captive,110602,captive,2/14/17,48.14285714,7.5625,OH32,YV22
YH34,M,60,2018,2/6/18,110601,captive,110602,captive,2/14/17,51,7.5625,OH32,YV22
YH38,M,60,2018,2/6/18,110601,captive,110602,captive,2/14/17,51,7.5625,OH32,YV22
YH43,F,60,2018,2/26/18,110601,captive,110602,captive,2/14/17,53.85714286,7.5625,OH32,YV22
YH46,F,60,2018,2/26/18,110601,captive,110602,captive,2/14/17,53.85714286,7.5625,OH32,YV22
YH58,F,60,2018,3/6/18,110601,captive,110602,captive,2/14/17,55,7.5625,OH32,YV22
YH68,M,60,2018,3/27/18,110601,captive,110602,captive,2/14/17,58,7.5625,OH32,YV22
YH69,M,60,2018,3/27/18,110601,captive,110602,captive,2/14/17,58,7.5625,OH32,YV22
YH04,F,61,2018,1/17/18,110611,captive,110612,captive,2/17/17,47.71428571,4.4219,YF21,YR58
YH15,M,61,2018,1/17/18,110611,captive,110612,captive,2/17/17,47.71428571,4.4219,YF21,YR58
YH22,F,61,2018,2/6/18,110611,captive,110612,captive,2/17/17,50.57142857,4.4219,YF21,YR58
YH29,F,61,2018,2/6/18,110611,captive,110612,captive,2/17/17,50.57142857,4.4219,YF21,YR58
YH37,M,61,2018,2/6/18,110611,captive,110612,captive,2/17/17,50.57142857,4.4219,YF21,YR58
YH42,F,61,2018,2/26/18,110611,captive,110612,captive,2/17/17,53.42857143,4.4219,YF21,YR58
YH47,M,61,2018,2/26/18,110611,captive,110612,captive,2/17/17,53.42857143,4.4219,YF21,YR58
YH50,M,61,2018,2/26/18,110611,captive,110612,captive,2/17/17,53.42857143,4.4219,YF21,YR58
YH51,M,61,2018,2/26/18,110611,captive,110612,captive,2/17/17,53.42857143,4.4219,YF21,YR58
YH55,M,61,2018,2/26/18,110611,captive,110612,captive,2/17/17,53.42857143,4.4219,YF21,YR58
YH61,F,61,2018,3/27/18,110611,captive,110612,captive,2/17/17,57.57142857,4.4219,YF21,YR58
YH64,M,61,2018,3/27/18,110611,captive,110612,captive,2/17/17,57.57142857,4.4219,YF21,YR58
YH82,M,61,2018,4/10/18,110611,captive,110612,captive,2/17/17,59.57142857,4.4219,YF21,YR58
YH05,F,64,2018,1/17/18,110641,captive,110642,captive,2/17/17,47.71428571,6.94725,YS15,OI57
YH12,M,64,2018,1/17/18,110641,captive,110642,captive,2/17/17,47.71428571,6.94725,YS15,OI57
YH16,M,64,2018,1/17/18,110641,captive,110642,captive,2/17/17,47.71428571,6.94725,YS15,OI57
YH49,M,64,2018,2/26/18,110641,captive,110642,captive,2/17/17,53.42857143,6.94725,YS15,OI57
YH52,M,64,2018,2/26/18,110641,captive,110642,captive,2/17/17,53.42857143,6.94725,YS15,OI57
YH56,M,64,2018,2/26/18,110641,captive,110642,captive,2/17/17,53.42857143,6.94725,YS15,OI57
YH63,M,64,2018,3/27/18,110641,captive,110642,captive,2/17/17,57.57142857,6.94725,YS15,OI57
YH70,M,64,2018,3/27/18,110641,captive,110642,captive,2/17/17,57.57142857,6.94725,YS15,OI57
YH79,M,64,2018,4/10/18,110641,captive,110642,captive,2/17/17,59.57142857,6.94725,YS15,OI57
YH85,M,64,2018,4/10/18,110641,captive,110642,captive,2/17/17,59.57142857,6.94725,YS15,OI57
YI16,M,64,2018,1/17/18,110641,captive,110642,captive,2/17/17,47.71428571,6.94725,YS15,OI57
YH00,F,67,2018,1/17/18,110671,captive,110672,captive,2/17/17,47.71428571,8.0781,OI09,YB06
YH06,F,67,2018,1/17/18,110671,captive,110672,captive,2/17/17,47.71428571,8.0781,OI09,YB06
YH33,M,67,2018,2/6/18,110671,captive,110672,captive,2/17/17,50.57142857,8.0781,OI09,YB06
YH36,M,67,2018,2/6/18,110671,captive,110672,captive,2/17/17,50.57142857,8.0781,OI09,YB06
YH41,F,67,2018,2/26/18,110671,captive,110672,captive,2/17/17,53.42857143,8.0781,OI09,YB06
YH57,F,67,2018,3/6/18,110671,captive,110672,captive,2/17/17,54.57142857,8.0781,OI09,YB06
YH78,M,67,2018,4/10/18,110671,captive,110672,captive,2/17/17,59.57142857,8.0781,OI09,YB06
YH84,M,67,2018,4/10/18,110671,captive,110672,captive,2/17/17,59.57142857,8.0781,OI09,YB06
OR50,M,73,2018,4/18/18,110731,captive,110732,captive,2/21/17,60.14285714,7.7461,YL29,YD52
YI19,M,73,2018,1/17/18,110731,captive,110732,captive,2/21/17,47.14285714,7.7461,YL29,YD52
YI34,M,73,2018,2/6/18,110731,captive,110732,captive,2/21/17,50,7.7461,YL29,YD52
YI36,M,73,2018,2/6/18,110731,captive,110732,captive,2/21/17,50,7.7461,YL29,YD52
YI50,F,73,2018,2/26/18,110731,captive,110732,captive,2/21/17,52.85714286,7.7461,YL29,YD52
YI64,F,73,2018,3/27/18,110731,captive,110732,captive,2/21/17,57,7.7461,YL29,YD52
YI73,M,73,2018,3/27/18,110731,captive,110732,captive,2/21/17,57,7.7461,YL29,YD52
YI79,M,73,2018,3/27/18,110731,captive,110732,captive,2/21/17,57,7.7461,YL29,YD52
YI87,F,73,2018,4/10/18,110731,captive,110732,captive,2/21/17,59,7.7461,YL29,YD52
YI90,M,73,2018,4/10/18,110731,captive,110732,captive,2/21/17,59,7.7461,YL29,YD52
YI96,M,73,2018,4/10/18,110731,captive,110732,captive,2/21/17,59,7.7461,YL29,YD52
OR46,M,75,2018,4/18/18,110751,captive,110752,captive,2/21/17,60.14285714,8.29685,YO03,YO25
OR48,M,75,2018,4/18/18,110751,captive,110752,captive,2/21/17,60.14285714,8.29685,YO03,YO25
OR49,M,75,2018,4/18/18,110751,captive,110752,captive,2/21/17,60.14285714,8.29685,YO03,YO25
OR52,M,75,2018,4/18/18,110751,captive,110752,captive,2/21/17,60.14285714,8.29685,YO03,YO25
YI08,F,75,2018,1/17/18,110751,captive,110752,captive,2/21/17,47.14285714,8.29685,YO03,YO25
YI09,F,75,2018,1/17/18,110751,captive,110752,captive,2/21/17,47.14285714,8.29685,YO03,YO25
YI12,M,75,2018,1/17/18,110751,captive,110752,captive,2/21/17,47.14285714,8.29685,YO03,YO25
YI17,M,75,2018,1/17/18,110751,captive,110752,captive,2/21/17,47.14285714,8.29685,YO03,YO25
YI23,F,75,2018,2/6/18,110751,captive,110752,captive,2/21/17,50,8.29685,YO03,YO25
YI25,F,75,2018,2/6/18,110751,captive,110752,captive,2/21/17,50,8.29685,YO03,YO25
YI29,F,75,2018,2/6/18,110751,captive,110752,captive,2/21/17,50,8.29685,YO03,YO25
YI30,M,75,2018,2/6/18,110751,captive,110752,captive,2/21/17,50,8.29685,YO03,YO25
YI32,M,75,2018,2/6/18,110751,captive,110752,captive,2/21/17,50,8.29685,YO03,YO25
YI43,F,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI46,F,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI51,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI52,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI53,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI56,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI57,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI58,M,75,2018,2/26/18,110751,captive,110752,captive,2/21/17,52.85714286,8.29685,YO03,YO25
YI62,F,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI63,F,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI66,F,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI69,F,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI70,F,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI77,M,75,2018,3/27/18,110751,captive,110752,captive,2/21/17,57,8.29685,YO03,YO25
YI85,F,75,2018,4/10/18,110751,captive,110752,captive,2/21/17,59,8.29685,YO03,YO25
YI86,F,75,2018,4/10/18,110751,captive,110752,captive,2/21/17,59,8.29685,YO03,YO25
YI93,M,75,2018,4/10/18,110751,captive,110752,captive,2/21/17,59,8.29685,YO03,YO25
YI99,M,75,2018,4/10/18,110751,captive,110752,captive,2/21/17,59,8.29685,YO03,YO25
OR42,M,76,2018,4/18/18,110761,captive,110762,captive,2/21/17,60.14285714,6.2617,YP05,OD55
OR43,M,76,2018,4/18/18,110761,captive,110762,captive,2/21/17,60.14285714,6.2617,YP05,OD55
OR51,M,76,2018,4/18/18,110761,captive,110762,captive,2/21/17,60.14285714,6.2617,YP05,OD55
YI24,F,76,2018,2/6/18,110761,captive,110762,captive,2/21/17,50,6.2617,YP05,OD55
YI81,F,76,2018,4/10/18,110761,captive,110762,captive,2/21/17,59,6.2617,YP05,OD55
YI84,F,76,2018,4/10/18,110761,captive,110762,captive,2/21/17,59,6.2617,YP05,OD55
YI92,M,76,2018,4/10/18,110761,captive,110762,captive,2/21/17,59,6.2617,YP05,OD55
YI95,M,76,2018,4/10/18,110761,captive,110762,captive,2/21/17,59,6.2617,YP05,OD55
OB96,F,77,2018,4/26/18,110771,captive,110772,captive,2/21/17,61.28571429,7.1465,YS08,YP28
OR45,M,77,2018,4/18/18,110771,captive,110772,captive,2/21/17,60.14285714,7.1465,YS08,YP28
YI10,M,77,2018,1/17/18,110771,captive,110772,captive,2/21/17,47.14285714,7.1465,YS08,YP28
YI11,M,77,2018,1/17/18,110771,captive,110772,captive,2/21/17,47.14285714,7.1465,YS08,YP28
YI13,M,77,2018,1/17/18,110771,captive,110772,captive,2/21/17,47.14285714,7.1465,YS08,YP28
YI15,M,77,2018,1/17/18,110771,captive,110772,captive,2/21/17,47.14285714,7.1465,YS08,YP28
YI31,M,77,2018,2/6/18,110771,captive,110772,captive,2/21/17,50,7.1465,YS08,YP28
YI33,M,77,2018,2/6/18,110771,captive,110772,captive,2/21/17,50,7.1465,YS08,YP28
YI35,M,77,2018,2/6/18,110771,captive,110772,captive,2/21/17,50,7.1465,YS08,YP28
YI38,M,77,2018,2/6/18,110771,captive,110772,captive,2/21/17,50,7.1465,YS08,YP28
YI39,M,77,2018,2/6/18,110771,captive,110772,captive,2/21/17,50,7.1465,YS08,YP28
YI41,F,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI45,F,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI47,F,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI49,F,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI55,M,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI59,M,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI60,M,77,2018,2/26/18,110771,captive,110772,captive,2/21/17,52.85714286,7.1465,YS08,YP28
YI67,F,77,2018,3/27/18,110771,captive,110772,captive,2/21/17,57,7.1465,YS08,YP28
YI68,F,77,2018,3/27/18,110771,captive,110772,captive,2/21/17,57,7.1465,YS08,YP28
YI71,M,77,2018,3/27/18,110771,captive,110772,captive,2/21/17,57,7.1465,YS08,YP28
YI74,M,77,2018,3/27/18,110771,captive,110772,captive,2/21/17,57,7.1465,YS08,YP28
YI75,M,77,2018,3/27/18,110771,captive,110772,captive,2/21/17,57,7.1465,YS08,YP28
YI88,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YI89,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YI91,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YI94,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YI97,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YI98,M,77,2018,4/10/18,110771,captive,110772,captive,2/21/17,59,7.1465,YS08,YP28
YH75,F,78,2018,4/10/18,110781,captive,110782,captive,2/21/17,59,8.24805,OH07,YC08
YI01,F,78,2018,1/17/18,110781,captive,110782,captive,2/21/17,47.14285714,8.24805,OH07,YC08
YI04,F,78,2018,1/17/18,110781,captive,110782,captive,2/21/17,47.14285714,8.24805,OH07,YC08
YI42,F,78,2018,2/26/18,110781,captive,110782,captive,2/21/17,52.85714286,8.24805,OH07,YC08
YI48,F,78,2018,2/26/18,110781,captive,110782,captive,2/21/17,52.85714286,8.24805,OH07,YC08
YI65,F,78,2018,3/27/18,110781,captive,110782,captive,2/21/17,57,8.24805,OH07,YC08
YI82,F,78,2018,4/10/18,110781,captive,110782,captive,2/21/17,59,8.24805,OH07,YC08
YI83,F,78,2018,4/10/18,110781,captive,110782,captive,2/21/17,59,8.24805,OH07,YC08
OP82,F,79,2018,5/1/18,110791,captive,110792,wild,2/21/17,62,3.19725,OH21,RX40
YJ27,F,79,2018,2/6/18,110791,captive,110792,wild,2/21/17,50,3.19725,OH21,RX40
YJ37,M,79,2018,2/6/18,110791,captive,110792,wild,2/21/17,50,3.19725,OH21,RX40
YJ76,M,79,2018,3/12/18,110791,captive,110792,wild,2/21/17,54.85714286,3.19725,OH21,RX40
YJ97,F,79,2018,4/10/18,110791,captive,110792,wild,2/21/17,59,3.19725,OH21,RX40
YJ98,M,79,2018,4/10/18,110791,captive,110792,wild,2/21/17,59,3.19725,OH21,RX40
OR40,M,80,2018,4/18/18,110801,captive,110802,captive,2/21/17,60.14285714,6.25195,OI43,OH55
YJ81,F,80,2018,3/27/18,110801,captive,110802,captive,2/21/17,57,6.25195,OI43,OH55
YJ93,M,80,2018,3/27/18,110801,captive,110802,captive,2/21/17,57,6.25195,OI43,OH55
OR24,F,81,2018,4/18/18,110811,captive,110812,captive,2/24/17,59.71428571,7.0176,YK60,YP29
OR33,M,81,2018,4/18/18,110811,captive,110812,captive,2/24/17,59.71428571,7.0176,YK60,YP29
YJ01,F,81,2018,1/18/18,110811,captive,110812,captive,2/24/17,46.85714286,7.0176,YK60,YP29
YJ04,F,81,2018,1/18/18,110811,captive,110812,captive,2/24/17,46.85714286,7.0176,YK60,YP29
YJ07,F,81,2018,1/18/18,110811,captive,110812,captive,2/24/17,46.85714286,7.0176,YK60,YP29
YJ21,F,81,2018,2/6/18,110811,captive,110812,captive,2/24/17,49.57142857,7.0176,YK60,YP29
YJ22,F,81,2018,2/6/18,110811,captive,110812,captive,2/24/17,49.57142857,7.0176,YK60,YP29
YJ24,F,81,2018,2/6/18,110811,captive,110812,captive,2/24/17,49.57142857,7.0176,YK60,YP29
YJ25,F,81,2018,2/6/18,110811,captive,110812,captive,2/24/17,49.57142857,7.0176,YK60,YP29
YJ26,F,81,2018,2/6/18,110811,captive,110812,captive,2/24/17,49.57142857,7.0176,YK60,YP29
YJ42,F,81,2018,2/26/18,110811,captive,110812,captive,2/24/17,52.42857143,7.0176,YK60,YP29
YJ43,F,81,2018,2/26/18,110811,captive,110812,captive,2/24/17,52.42857143,7.0176,YK60,YP29
YJ47,M,81,2018,2/26/18,110811,captive,110812,captive,2/24/17,52.42857143,7.0176,YK60,YP29
YJ60,F,81,2018,3/12/18,110811,captive,110812,captive,2/24/17,54.42857143,7.0176,YK60,YP29
YJ69,M,81,2018,3/12/18,110811,captive,110812,captive,2/24/17,54.42857143,7.0176,YK60,YP29
YJ70,M,81,2018,3/12/18,110811,captive,110812,captive,2/24/17,54.42857143,7.0176,YK60,YP29
YJ73,M,81,2018,3/12/18,110811,captive,110812,captive,2/24/17,54.42857143,7.0176,YK60,YP29
YJ79,F,81,2018,3/27/18,110811,captive,110812,captive,2/24/17,56.57142857,7.0176,YK60,YP29
YL68,M,81,2018,3/12/18,110811,captive,110812,captive,2/24/17,54.42857143,7.0176,YK60,YP29
OP85,M,85,2018,5/1/18,110851,captive,110852,captive,2/24/17,61.57142857,6.59375,YS26,YX56
OP86,M,85,2018,5/1/18,110851,captive,110852,captive,2/24/17,61.57142857,6.59375,YS26,YX56
OP87,M,85,2018,5/1/18,110851,captive,110852,captive,2/24/17,61.57142857,6.59375,YS26,YX56
OP90,M,85,2018,5/1/18,110851,captive,110852,captive,2/24/17,61.57142857,6.59375,YS26,YX56
OR27,F,85,2018,4/18/18,110851,captive,110852,captive,2/24/17,59.71428571,6.59375,YS26,YX56
OR35,M,85,2018,4/18/18,110851,captive,110852,captive,2/24/17,59.71428571,6.59375,YS26,YX56
OR39,M,85,2018,4/18/18,110851,captive,110852,captive,2/24/17,59.71428571,6.59375,YS26,YX56
YJ10,M,85,2018,1/18/18,110851,captive,110852,captive,2/24/17,46.85714286,6.59375,YS26,YX56
YJ19,M,85,2018,1/22/18,110851,captive,110852,captive,2/24/17,47.42857143,6.59375,YS26,YX56
YJ28,M,85,2018,2/6/18,110851,captive,110852,captive,2/24/17,49.57142857,6.59375,YS26,YX56
YJ31,M,85,2018,2/6/18,110851,captive,110852,captive,2/24/17,49.57142857,6.59375,YS26,YX56
YJ32,M,85,2018,2/6/18,110851,captive,110852,captive,2/24/17,49.57142857,6.59375,YS26,YX56
YJ33,M,85,2018,2/6/18,110851,captive,110852,captive,2/24/17,49.57142857,6.59375,YS26,YX56
YJ36,M,85,2018,2/6/18,110851,captive,110852,captive,2/24/17,49.57142857,6.59375,YS26,YX56
YJ38,F,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ40,F,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ41,F,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ46,F,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ48,M,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ51,M,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ52,M,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ55,M,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ56,M,85,2018,2/26/18,110851,captive,110852,captive,2/24/17,52.42857143,6.59375,YS26,YX56
YJ57,F,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ58,F,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ61,F,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ63,F,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ64,F,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ71,M,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ74,M,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ75,M,85,2018,3/12/18,110851,captive,110852,captive,2/24/17,54.42857143,6.59375,YS26,YX56
YJ88,M,85,2018,3/27/18,110851,captive,110852,captive,2/24/17,56.57142857,6.59375,YS26,YX56
YJ89,M,85,2018,3/27/18,110851,captive,110852,captive,2/24/17,56.57142857,6.59375,YS26,YX56
YJ90,M,85,2018,3/27/18,110851,captive,110852,captive,2/24/17,56.57142857,6.59375,YS26,YX56
YJ92,M,85,2018,3/27/18,110851,captive,110852,captive,2/24/17,56.57142857,6.59375,YS26,YX56
YJ95,F,85,2018,4/10/18,110851,captive,110852,captive,2/24/17,58.57142857,6.59375,YS26,YX56
YJ99,M,85,2018,4/10/18,110851,captive,110852,captive,2/24/17,58.57142857,6.59375,YS26,YX56
YA72,F,86,2018,5/1/18,110861,captive,110862,captive,2/24/17,61.57142857,6.78515,YT18,OH49
YA76,M,86,2018,5/1/18,110861,captive,110862,captive,2/24/17,61.57142857,6.78515,YT18,OH49
YA83,M,86,2018,5/1/18,110861,captive,110862,captive,2/24/17,61.57142857,6.78515,YT18,OH49
YA89,M,86,2018,5/1/18,110861,captive,110862,captive,2/24/17,61.57142857,6.78515,YT18,OH49
YB63,F,86,2018,3/27/18,110861,captive,110862,captive,2/24/17,56.57142857,6.78515,YT18,OH49
YB66,M,86,2018,3/27/18,110861,captive,110862,captive,2/24/17,56.57142857,6.78515,YT18,OH49
YB68,M,86,2018,3/27/18,110861,captive,110862,captive,2/24/17,56.57142857,6.78515,YT18,OH49
YB70,M,86,2018,3/27/18,110861,captive,110862,captive,2/24/17,56.57142857,6.78515,YT18,OH49
YK04,F,86,2018,1/18/18,110861,captive,110862,captive,2/24/17,46.85714286,6.78515,YT18,OH49
YK13,M,86,2018,1/18/18,110861,captive,110862,captive,2/24/17,46.85714286,6.78515,YT18,OH49
YK15,M,86,2018,1/18/18,110861,captive,110862,captive,2/24/17,46.85714286,6.78515,YT18,OH49
YK50,F,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK57,F,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK58,F,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK65,M,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK66,M,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK67,M,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK69,M,86,2018,2/6/18,110861,captive,110862,captive,2/24/17,49.57142857,6.78515,YT18,OH49
YK70,F,86,2018,2/26/18,110861,captive,110862,captive,2/24/17,52.42857143,6.78515,YT18,OH49
YK73,F,86,2018,2/26/18,110861,captive,110862,captive,2/24/17,52.42857143,6.78515,YT18,OH49
YK79,F,86,2018,2/26/18,110861,captive,110862,captive,2/24/17,52.42857143,6.78515,YT18,OH49
YK86,M,86,2018,2/26/18,110861,captive,110862,captive,2/24/17,52.42857143,6.78515,YT18,OH49
YK90,M,86,2018,2/26/18,110861,captive,110862,captive,2/24/17,52.42857143,6.78515,YT18,OH49
YK92,M,86,2018,3/12/18,110861,captive,110862,captive,2/24/17,54.42857143,6.78515,YT18,OH49
YK93,M,86,2018,3/12/18,110861,captive,110862,captive,2/24/17,54.42857143,6.78515,YT18,OH49
YK94,M,86,2018,3/12/18,110861,captive,110862,captive,2/24/17,54.42857143,6.78515,YT18,OH49
YK95,M,86,2018,3/12/18,110861,captive,110862,captive,2/24/17,54.42857143,6.78515,YT18,OH49
YA74,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA75,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA77,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA78,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA86,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA87,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YA88,M,88,2018,5/1/18,110881,captive,110882,captive,2/24/17,61.57142857,7.457,OF06,YR44
YB60,F,88,2018,3/27/18,110881,captive,110882,captive,2/24/17,56.57142857,7.457,OF06,YR44
