DateChecked,ID,Sex,PC,BY,BirthDate,Notes,DamGenID,DamSource,SireGenID,SireSource,TimeToRipen,Domestication_Index,DamID,SireID
4/24/20,YI73,F,70,2019,2/26/19,,130701,captive,130702,captive,60.42857143,5.9292,OA49,OF12
4/24/20,YR38,F,128,2019,3/22/19,,131281,captive,131282,captive,57,6.7837,OA85,YR10
4/24/20,YR37,F,129,2019,3/22/19,,131291,captive,131292,captive,57,6.9541,OB96,OC14
4/24/20,YS18,F,135,2019,3/26/19,,131351,captive,131352,captive,56.42857143,7.3955,OB99,YD13
4/24/20,YX22,F,161,2019,4/16/19,,131611,captive,131612,wild,53.42857143,4.24855,OK01,RX20
4/24/20,OA35,F,162,2019,4/16/19,,131621,captive,131622,wild,53.42857143,3.98,OC69,RX22
4/24/20,OA39,F,166,2019,4/16/19,,131661,captive,131662,captive,53.42857143,6.6328,OD23,YF75
4/24/20,OH42,F,213,2019,5/14/19,,132131,captive,132132,captive,49.42857143,6.68945,OG93,YF77
4/24/20,YB53,F,13,2019,2/1/19,,130131,captive,130132,captive,64,8.45605,YO03,YK10
4/24/20,YC71,F,22,2019,2/5/19,,130221,captive,130222,captive,63.42857143,9.3076,YS10,YL22
4/24/20,YD65,F,31,2019,2/8/19,,130311,captive,130312,captive,63,8.49955,YT01,YJ31
4/24/20,YI71,F,71,2019,2/26/19,,130711,captive,130712,captive,60.42857143,7.16355,YX26,OF17
4/24/20,YI47,F,72,2019,3/1/19,Deformed,130721,captive,130722,captive,60,6.9463,YB01,OF37
4/24/20,YK09,F,84,2019,3/5/19,,130841,captive,130842,captive,59.42857143,7.33645,YS27,YV64
4/28/20,YC56,F,18,2019,2/1/19,,130181,captive,130182,captive,64.57142857,7.4761,OA07,YV18
4/28/20,YC57,F,25,2019,2/5/19,,130251,captive,130252,captive,64,8.8784,YX22,YD06
4/28/20,YH61,F,63,2019,2/26/19,,130631,captive,130632,captive,61,7.6592,YT62,OB16
4/28/20,YH83,F,65,2019,2/26/19,,130651,captive,130652,captive,61,7.33545,YX01,YB56
4/28/20,GC89,F,66,2019,2/26/19,,130661,captive,130662,captive,61,5.0005,OA29,OD11
4/28/20,YI77,F,70,2019,2/26/19,,130701,captive,130702,captive,61,5.9292,OA49,OF12
4/28/20,YN77,F,105,2019,3/12/19,,131051,wild,131052,captive,59,3.31545,RX03,OF53
4/28/20,YP14,F,122,2019,3/22/19,,131221,captive,131222,captive,57.57142857,7.6836,YA38,YS83
4/28/20,YR73,F,129,2019,3/22/19,,131291,captive,131292,captive,57.57142857,6.9541,OB96,OC14
4/28/20,YR96,F,129,2019,3/22/19,,131291,captive,131292,captive,57.57142857,6.9541,OB96,OC14
4/28/20,YR63,F,131,2019,3/22/19,,131311,captive,131312,captive,57.57142857,6.1162,YS66,YX48
4/28/20,YR39,F,131,2019,3/22/19,,131311,captive,131312,captive,57.57142857,6.1162,YS66,YX48
4/28/20,YR41,F,131,2019,3/22/19,,131311,captive,131312,captive,57.57142857,6.1162,YS66,YX48
4/28/20,YS38,F,131,2019,3/22/19,,131311,captive,131312,captive,57.57142857,6.1162,YS66,YX48
4/28/20,YR02,F,131,2019,3/22/19,,131311,captive,131312,captive,57.57142857,6.1162,YS66,YX48
4/28/20,YS50,F,138,2019,3/26/19,,131381,captive,131382,captive,57,7.0669,OB80,OC85
4/28/20,YV19,F,150,2019,4/9/19,,131501,captive,131502,captive,55,5.5913,YR99,YN25
4/28/20,YV49,F,151,2019,4/9/19,,131511,captive,131512,captive,55,8.04395,YR28,YN22
4/28/20,OA39,F,166,2019,4/16/19,,131661,captive,131662,captive,54,6.6328,OD23,YF75
4/28/20,OA32,F,167,2019,4/16/19,,131671,captive,131672,captive,54,6.3994,OG13,YH85
4/28/20,OB08,F,174,2019,4/19/19,,131741,wild,131742,captive,53.57142857,4.2583,RX04,OF59
4/28/20,OG48,F,202,2019,5/7/19,,132021,captive,132022,captive,51,7.83305,OG83,YP19
4/28/20,OG42,F,204,2019,5/7/19,,132041,captive,132042,captive,51,5.9414,OF82,OD75
4/28/20,OH38,F,213,2019,5/14/19,,132131,captive,132132,captive,50,6.68945,OG93,YF77
4/28/20,OH43,F,213,2019,5/14/19,,132131,captive,132132,captive,50,6.68945,OG93,YF77
4/28/20,YA95,F,6,2019,1/29/19,,130061,captive,130062,captive,65,6.5044,YX05,YA05
4/28/20,YB59,F,13,2019,2/1/19,,130131,captive,130132,captive,64.57142857,8.45605,YO03,YK10
4/28/20,YB53,F,13,2019,2/1/19,,130131,captive,130132,captive,64.57142857,8.45605,YO03,YK10
4/28/20,YC72,F,19,2019,2/5/19,,130191,captive,130192,captive,64,8.63865,YD01,YJ38
4/28/20,YC71,F,22,2019,2/5/19,,130221,captive,130222,captive,64,9.3076,YS10,YL22
4/28/20,YC85,F,22,2019,2/5/19,,130221,captive,130222,captive,64,9.3076,YS10,YL22
4/28/20,YD57,F,28,2019,2/8/19,,130281,captive,130282,captive,63.57142857,8.17045,YO26,YV26
4/28/20,YD65,F,31,2019,2/8/19,,130311,captive,130312,captive,63.57142857,8.49955,YT01,YJ31
4/28/20,YD17,F,35,2019,2/12/19,,130351,captive,130352,captive,63,5.5986,YT48,OB49
4/28/20,YF59,F,39,2019,2/15/19,,130391,captive,130392,captive,62.57142857,8.63285,YR26,YJ33
4/28/20,YF37,F,42,2019,2/19/19,,130421,captive,130422,captive,62,9.09325,YJ14,OF07
4/28/20,YG83,F,48,2019,2/19/19,,130481,captive,130482,captive,62,5.96925,YX43,OC27
4/28/20,YG90,F,51,2019,2/19/19,,130511,captive,130512,captive,62,8.396,OD06,YP44
4/28/20,YG84,F,56,2019,2/26/19,,130561,captive,130562,captive,61,8.46285,YF02,YB55
4/28/20,YI71,F,71,2019,2/26/19,,130711,captive,130712,captive,61,7.16355,YX26,OF17
4/28/20,YI60,F,72,2019,3/1/19,,130721,captive,130722,captive,60.57142857,6.9463,YB01,OF37
4/28/20,YI54,F,72,2019,3/1/19,,130721,captive,130722,captive,60.57142857,6.9463,YB01,OF37
4/28/20,YI57,F,72,2019,3/1/19,,130721,captive,130722,captive,60.57142857,6.9463,YB01,OF37
4/28/20,YK03,F,84,2019,3/5/19,,130841,captive,130842,captive,60,7.33645,YS27,YV64
4/28/20,YT49,F,144,2019,4/2/19,,131441,captive,131442,captive,56,9.54245,YR72,YF61
4/28/20,OF80,F,198,2019,5/3/19,,131981,captive,131982,captive,51.57142857,9.1206,OF74,OF50
4/28/20,OG41,F,208,2019,5/10/19,,132081,captive,132082,captive,50.57142857,8.856,OF62,OG42
4/28/20,OH39,F,212,2019,5/14/19,,132121,captive,132122,captive,50,9.0581,OF66,ON20
5/1/20,YC84,F,25,2019,2/5/19,,130251,captive,130252,captive,64.42857143,8.8784,YX22,YD06
5/1/20,YF60,F,44,2019,2/19/19,,130441,captive,130442,captive,62.42857143,6.7754,YP23,OA75
5/1/20,YI61,F,70,2019,2/26/19,,130701,captive,130702,captive,61.42857143,5.9292,OA49,OF12
5/1/20,YI50,F,70,2019,2/26/19,,130701,captive,130702,captive,61.42857143,5.9292,OA49,OF12
5/1/20,YJ55,F,75,2019,3/1/19,,130751,captive,130752,captive,61,7.20215,YS51,YK51
5/1/20,YR72,F,124,2019,3/22/19,,131241,captive,131242,captive,58,6.29005,YI54,OD29
5/1/20,YR79,F,131,2019,3/22/19,,131311,captive,131312,captive,58,6.1162,YS66,YX48
5/1/20,YS41,F,136,2019,3/26/19,,131361,captive,131362,captive,57.42857143,7.49515,YI46,YR98
5/1/20,YT79,F,143,2019,4/2/19,,131431,captive,131432,captive,56.42857143,8.19625,YH11,YD28
5/1/20,YT55,F,143,2019,4/2/19,,131431,captive,131432,captive,56.42857143,8.19625,YH11,YD28
5/1/20,YV46,F,149,2019,4/9/19,,131491,captive,131492,captive,55.42857143,8.4912,YI32,YX15
5/1/20,YV23,F,150,2019,4/9/19,,131501,captive,131502,captive,55.42857143,5.5913,YR99,YN25
5/1/20,YV10,F,156,2019,4/12/19,,131561,captive,131562,captive,55,6.2046,OG19,YH66
5/1/20,OA30,F,161,2019,4/16/19,,131611,captive,131612,wild,54.42857143,4.24855,OK01,RX20
5/1/20,YA98,F,5,2019,1/29/19,,130051,captive,130052,captive,65.42857143,6.1304,YS03,YR12
5/1/20,YC81,F,22,2019,2/5/19,,130221,captive,130222,captive,64.42857143,9.3076,YS10,YL22
5/1/20,YI47,F,72,2019,3/1/19,deformed,130721,captive,130722,captive,61,6.9463,YB01,OF37
5/1/20,YJ29,F,83,2019,3/5/19,,130831,captive,130832,captive,60.42857143,7.07275,YR47,OF31
5/1/20,YK18,F,84,2019,3/5/19,,130841,captive,130842,captive,60.42857143,7.33645,YS27,YV64
5/1/20,YN30,F,95,2019,3/8/19,,130951,captive,130952,captive,60,6.3794,YH00,YV70
5/1/20,YO13,F,115,2019,3/15/19,,131151,captive,131152,captive,59,7.6377,YH04,OC17
5/1/20,YN79,F,134,2019,3/26/19,,131341,captive,131342,captive,57.42857143,7.42485,OB79,YT30
5/5/20,YD78,F,34,2019,2/12/19,,130341,captive,130342,captive,64,4.6084,YR02,OA13
5/5/20,YI61,F,70,2019,2/26/19,,130701,captive,130702,captive,62,5.9292,OA49,OF12
5/5/20,YI50,F,70,2019,2/26/19,,130701,captive,130702,captive,62,5.9292,OA49,OF12
5/5/20,GC71,F,77,2019,3/1/19,,130771,captive,130772,captive,61.57142857,4.6973,OA41,OF08
5/5/20,YK37,F,86,2019,3/5/19,deformed,130861,captive,130862,captive,61,5.18605,OB07,OA31
5/5/20,YO02,F,108,2019,3/15/19,,131081,captive,131082,captive,59.57142857,8.71775,YF25,YF36
5/5/20,YO09,F,116,2019,3/19/19,,131161,captive,131162,captive,59,6.31835,YA36,YA44
5/5/20,YS54,F,124,2019,3/22/19,,131241,captive,131242,captive,58.57142857,6.29005,YI54,OD29
5/5/20,YR67,F,126,2019,3/22/19,,131261,captive,131262,captive,58.57142857,6.77885,YT78,YR92
5/5/20,YR82,F,127,2019,3/22/19,,131271,captive,131272,captive,58.57142857,7.34135,YX45,YT10
5/5/20,YR40,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YR68,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YR42,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YR10,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YR60,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YR84,F,131,2019,3/22/19,,131311,captive,131312,captive,58.57142857,6.1162,YS66,YX48
5/5/20,YS93,F,136,2019,3/26/19,,131361,captive,131362,captive,58,7.49515,YI46,YR98
5/5/20,YS45,F,136,2019,3/26/19,,131361,captive,131362,captive,58,7.49515,YI46,YR98
5/5/20,YS51,F,138,2019,3/26/19,,131381,captive,131382,captive,58,7.0669,OB80,OC85
5/5/20,YS42,F,138,2019,3/26/19,,131381,captive,131382,captive,58,7.0669,OB80,OC85
5/5/20,YT87,F,143,2019,4/2/19,,131431,captive,131432,captive,57,8.19625,YH11,YD28
5/5/20,YT41,F,143,2019,4/2/19,,131431,captive,131432,captive,57,8.19625,YH11,YD28
5/5/20,YT79,F,143,2019,4/2/19,,131431,captive,131432,captive,57,8.19625,YH11,YD28
5/5/20,YV79,F,150,2019,4/9/19,,131501,captive,131502,captive,56,5.5913,YR99,YN25
5/5/20,YV08,F,150,2019,4/9/19,,131501,captive,131502,captive,56,5.5913,YR99,YN25
5/5/20,OD17,F,190,2019,5/3/19,,131901,captive,131902,captive,52.57142857,7.43895,YF07,YN90
5/5/20,OH61,F,212,2019,5/14/19,,132121,captive,132122,captive,51,9.0581,OF66,ON20
5/5/20,OH41,F,213,2019,5/14/19,,132131,captive,132132,captive,51,6.68945,OG93,YF77
5/5/20,OL05,F,6,2019,1/29/19,,130061,captive,130062,captive,66,6.5044,YX05,YA05
5/5/20,YC78,F,22,2019,2/5/19,,130221,captive,130222,captive,65,9.3076,YS10,YL22
5/5/20,YC53,F,22,2019,2/5/19,,130221,captive,130222,captive,65,9.3076,YS10,YL22
5/5/20,YC79,F,22,2019,2/5/19,,130221,captive,130222,captive,65,9.3076,YS10,YL22
5/5/20,YC67,F,25,2019,2/5/19,,130251,captive,130252,captive,65,8.8784,YX22,YD06
5/5/20,YC84,F,25,2019,2/5/19,,130251,captive,130252,captive,65,8.8784,YX22,YD06
5/5/20,YC93,F,25,2019,2/5/19,,130251,captive,130252,captive,65,8.8784,YX22,YD06
5/5/20,YC80,F,25,2019,2/5/19,,130251,captive,130252,captive,65,8.8784,YX22,YD06
5/5/20,YG91,F,48,2019,2/19/19,,130481,captive,130482,captive,63,5.96925,YX43,OC27
5/5/20,YG76,F,48,2019,2/19/19,,130481,captive,130482,captive,63,5.96925,YX43,OC27
5/5/20,OL06,F,61,2019,2/26/19,,130611,captive,130612,captive,62,8.5171,OF03,YB33
5/5/20,OL08,F,61,2019,2/26/19,,130611,captive,130612,captive,62,8.5171,OF03,YB33
5/5/20,YH90,F,63,2019,2/26/19,,130631,captive,130632,captive,62,7.6592,YT62,OB16
5/5/20,OL07,F,63,2019,2/26/19,,130631,captive,130632,captive,62,7.6592,YT62,OB16
5/5/20,YI67,F,71,2019,2/26/19,,130711,captive,130712,captive,62,7.16355,YX26,OF17
5/5/20,YI69,F,71,2019,2/26/19,,130711,captive,130712,captive,62,7.16355,YX26,OF17
5/5/20,YI74,F,71,2019,2/26/19,,130711,captive,130712,captive,62,7.16355,YX26,OF17
5/5/20,YI49,F,71,2019,2/26/19,,130711,captive,130712,captive,62,7.16355,YX26,OF17
5/5/20,YI52,F,71,2019,2/26/19,,130711,captive,130712,captive,62,7.16355,YX26,OF17
5/5/20,YJ37,F,81,2019,3/1/19,,130811,captive,130812,captive,61.57142857,5.8042,YR48,YI11
5/5/20,YK29,F,84,2019,3/5/19,,130841,captive,130842,captive,61,7.33645,YS27,YV64
5/5/20,YV54,F,151,2019,4/9/19,,131511,captive,131512,captive,56,8.04395,YR28,YN22
5/8/20,YR62,F,126,2019,3/22/19,,131261,captive,131262,captive,59,6.77885,YT78,YR92
5/8/20,YV26,F,150,2019,4/9/19,,131501,captive,131502,captive,56.42857143,5.5913,YR99,YN25
5/8/20,YR90,F,124,2019,3/22/19,,131241,captive,131242,captive,59,6.29005,YI54,OD29
5/8/20,YH99,F,66,2019,2/26/19,,130661,captive,130662,captive,62.42857143,5.0005,OA29,OD11
5/8/20,OL09,F,65,2019,2/26/19,,130651,captive,130652,captive,62.42857143,7.33545,YX01,YB56
5/8/20,YT78,F,140,2019,4/2/19,,131401,captive,131402,captive,57.42857143,6.8677,YH08,OF41
5/8/20,YR91,F,126,2019,3/22/19,,131261,captive,131262,captive,59,6.77885,YT78,YR92
5/8/20,YI34,F,67,2019,2/26/19,,130671,captive,130672,captive,62.42857143,5.8052,OD05,OF28
5/8/20,YO26,F,108,2019,3/15/19,,131081,captive,131082,captive,60,8.71775,YF25,YF36
5/8/20,YI64,F,69,2019,2/26/19,,130691,wild,130692,captive,62.42857143,4.23535,RX07,YF32
5/8/20,YJ15,F,75,2019,3/1/19,,130751,captive,130752,captive,62,7.20215,YS51,YK51
5/8/20,YV22,F,149,2019,4/9/19,,131491,captive,131492,captive,56.42857143,8.4912,YI32,YX15
5/8/20,YR47,F,126,2019,3/22/19,,131261,captive,131262,captive,59,6.77885,YT78,YR92
5/8/20,YK54,F,91,2019,3/5/19,,130911,wild,130912,captive,61.42857143,4.4751,RX06,YR82
5/8/20,YR36,F,131,2019,3/22/19,,131311,captive,131312,captive,59,6.1162,YS66,YX48
5/8/20,YV47,F,153,2019,4/9/19,,131531,captive,131532,captive,56.42857143,7.6953,OL34,YN26
5/8/20,OA31,F,166,2019,4/16/19,,131661,captive,131662,captive,55.42857143,6.6328,OD23,YF75
5/8/20,OG44,F,202,2019,5/7/19,,132021,captive,132022,captive,52.42857143,7.83305,OG83,YP19
5/8/20,OH66,F,213,2019,5/14/19,,132131,captive,132132,captive,51.42857143,6.68945,OG93,YF77
5/8/20,YT76,F,143,2019,4/2/19,,131431,captive,131432,captive,57.42857143,8.19625,YH11,YD28
5/8/20,YC66,F,25,2019,2/5/19,,130251,captive,130252,captive,65.42857143,8.8784,YX22,YD06
5/8/20,YH91,F,63,2019,2/26/19,,130631,captive,130632,captive,62.42857143,7.6592,YT62,OB16
5/8/20,YV80,F,151,2019,4/9/19,,131511,captive,131512,captive,56.42857143,8.04395,YR28,YN22
5/8/20,YC38,F,23,2019,2/5/19,,130231,captive,130232,captive,65.42857143,7.78465,YT28,YX10
5/8/20,YG16,F,48,2019,2/19/19,,130481,captive,130482,captive,63.42857143,5.96925,YX43,OC27
5/8/20,YS47,F,134,2019,3/26/19,,131341,captive,131342,captive,58.42857143,7.42485,OB79,YT30
5/8/20,YG89,F,48,2019,2/19/19,,130481,captive,130482,captive,63.42857143,5.96925,YX43,OC27
5/8/20,YH92,F,63,2019,2/26/19,,130631,captive,130632,captive,62.42857143,7.6592,YT62,OB16
5/8/20,OG43,F,203,2019,5/7/19,,132031,captive,132032,captive,52.42857143,7.376,OF83,YF29
5/8/20,YG33,F,56,2019,2/26/19,,130561,captive,130562,captive,62.42857143,8.46285,YF02,YB55
5/8/20,GC84,F,63,2019,2/26/19,,130631,captive,130632,captive,62.42857143,7.6592,YT62,OB16
5/8/20,OG45,F,202,2019,5/7/19,,132021,captive,132022,captive,52.42857143,7.83305,OG83,YP19
5/8/20,YC68,F,22,2019,2/5/19,,130221,captive,130222,captive,65.42857143,9.3076,YS10,YL22
5/8/20,YK51,F,93,2019,3/8/19,,130931,captive,130932,captive,61,8.09035,YL17,YS79
5/8/20,YC69,F,25,2019,2/5/19,,130251,captive,130252,captive,65.42857143,8.8784,YX22,YD06
5/8/20,YC75,F,25,2019,2/5/19,,130251,captive,130252,captive,65.42857143,8.8784,YX22,YD06
5/12/20,YK67,F,86,2019,3/5/19,,130861,captive,130862,captive,62,5.18605,OB07,OA31
5/12/20,YB62,F,14,2019,2/1/19,,130141,captive,130142,captive,66.57142857,6.73925,YP29,OC10
5/12/20,YC91,F,22,2019,2/5/19,,130221,captive,130222,captive,66,9.3076,YS10,YL22
5/12/20,YV25,F,156,2019,4/12/19,,131561,captive,131562,captive,56.57142857,6.2046,OG19,YH66
5/12/20,YI90,F,74,2019,3/1/19,,130741,captive,130742,captive,62.57142857,7.25975,YD14,OF34
5/12/20,YF65,F,44,2019,2/19/19,,130441,captive,130442,captive,64,6.7754,YP23,OA75
5/12/20,YR95,F,129,2019,3/22/19,,131291,captive,131292,captive,59.57142857,6.9541,OB96,OC14
5/12/20,YP40,F,119,2019,3/19/19,,131191,captive,131192,captive,60,5.49855,OA48,YP86
5/12/20,YB74,F,16,2019,2/1/19,,130161,captive,130162,captive,66.57142857,7.5791,YV02,YN01
5/12/20,YF81,F,37,2019,2/15/19,,130371,captive,130372,captive,64.57142857,7.39355,YJ01,YT51
5/12/20,YP20,F,122,2019,3/22/19,,131221,captive,131222,captive,59.57142857,7.6836,YA38,YS83
5/12/20,OB13,F,179,2019,4/23/19,,131791,captive,131792,captive,55,8.10545,ON07,OD32
5/12/20,YF53,F,37,2019,2/15/19,,130371,captive,130372,captive,64.57142857,7.39355,YJ01,YT51
5/12/20,YH96,F,65,2019,2/26/19,,130651,captive,130652,captive,63,7.33545,YX01,YB56
5/12/20,YS24,F,138,2019,3/26/19,,131381,captive,131382,captive,59,7.0669,OB80,OC85
5/12/20,OK12,F,22,2019,2/5/19,,130221,captive,130222,captive,66,9.3076,YS10,YL22
5/12/20,OK10,F,20,2019,2/5/19,,130201,captive,130202,captive,66,8.67385,YP28,YO15
5/12/20,OK07,F,22,2019,2/5/19,,130221,captive,130222,captive,66,9.3076,YS10,YL22
5/12/20,OK31,F,28,2019,2/8/19,,130281,captive,130282,captive,65.57142857,8.17045,YO26,YV26
5/12/20,OL42,F,74,2019,3/1/19,,130741,captive,130742,captive,62.57142857,7.25975,YD14,OF34
5/12/20,OK05,F,25,2019,2/5/19,,130251,captive,130252,captive,66,8.8784,YX22,YD06
5/12/20,YG71,F,48,2019,2/19/19,,130481,captive,130482,captive,64,5.96925,YX43,OC27
5/12/20,GC77,F,125,2019,3/22/19,,131251,captive,131252,captive,59.57142857,6.9668,YT75,YP95
5/12/20,YT04,F,143,2019,4/2/19,,131431,captive,131432,captive,58,8.19625,YH11,YD28
5/12/20,OH59,F,213,2019,5/14/19,,132131,captive,132132,captive,52,6.68945,OG93,YF77
5/12/20,YP13,F,120,2019,3/19/19,,131201,captive,131202,captive,60,6.26465,OD08,OC93
5/12/20,YH88,F,63,2019,2/26/19,,130631,captive,130632,captive,63,7.6592,YT62,OB16
5/12/20,YT43,F,143,2019,4/2/19,,131431,captive,131432,captive,58,8.19625,YH11,YD28
5/12/20,YI70,F,74,2019,3/1/19,,130741,captive,130742,captive,62.57142857,7.25975,YD14,OF34
5/12/20,YI18,F,74,2019,3/1/19,,130741,captive,130742,captive,62.57142857,7.25975,YD14,OF34
5/12/20,YI68,F,74,2019,3/1/19,,130741,captive,130742,captive,62.57142857,7.25975,YD14,OF34
5/12/20,YC65,F,22,2019,2/5/19,,130221,captive,130222,captive,66,9.3076,YS10,YL22
5/12/20,YF75,F,39,2019,2/15/19,,130391,captive,130392,captive,64.57142857,8.63285,YR26,YJ33
5/12/20,YG94,F,48,2019,2/19/19,,130481,captive,130482,captive,64,5.96925,YX43,OC27
5/12/20,OA38,F,167,2019,4/16/19,,131671,captive,131672,captive,56,6.3994,OG13,YH85
5/12/20,YC70,F,25,2019,2/5/19,,130251,captive,130252,captive,66,8.8784,YX22,YD06
5/15/20,OL45,F,69,2019,2/26/19,,130691,wild,130692,captive,63.42857143,4.23535,RX07,YF32
5/15/20,YS23,F,138,2019,3/26/19,,131381,captive,131382,captive,59.42857143,7.0669,OB80,OC85
5/15/20,YK45,F,85,2019,3/5/19,,130851,captive,130852,captive,62.42857143,6.1631,YX59,OF39
5/15/20,YS57,F,132,2019,3/22/19,,131321,captive,131322,captive,60,5.30955,YX24,OA37
5/15/20,YI21,F,71,2019,2/26/19,,130711,captive,130712,captive,63.42857143,7.16355,YX26,OF17
5/15/20,OF76,F,196,2019,5/3/19,,131961,captive,131962,captive,54,4.36915,OF90,OG90
5/15/20,YK12,F,88,2019,3/5/19,,130881,captive,130882,captive,62.42857143,6.57765,OA89,OF16
5/15/20,YF77,F,43,2019,2/19/19,,130431,captive,130432,captive,64.42857143,8.4331,YJ26,OF24
5/15/20,YF78,F,40,2019,2/15/19,,130401,captive,130402,captive,65,8.4136,YT02,YK24
5/15/20,YV21,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,YC55,F,24,2019,2/5/19,,130241,captive,130242,captive,66.42857143,8.4463,YX09,YO35
5/15/20,YT14,F,143,2019,4/2/19,,131431,captive,131432,captive,58.42857143,8.19625,YH11,YD28
5/15/20,YF57,F,43,2019,2/19/19,,130431,captive,130432,captive,64.42857143,8.4331,YJ26,OF24
5/15/20,YO05,F,115,2019,3/15/19,,131151,captive,131152,captive,61,7.6377,YH04,OC17
5/15/20,YO28,F,112,2019,3/15/19,,131121,captive,131122,captive,61,6.8809,OC20,OB93
5/15/20,YV14,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,OK11,F,23,2019,2/5/19,,130231,captive,130232,captive,66.42857143,7.78465,YT28,YX10
5/15/20,YG69,F,48,2019,2/19/19,,130481,captive,130482,captive,64.42857143,5.96925,YX43,OC27
5/15/20,YG85,F,48,2019,2/19/19,,130481,captive,130482,captive,64.42857143,5.96925,YX43,OC27
5/15/20,OK09,F,23,2019,2/5/19,,130231,captive,130232,captive,66.42857143,7.78465,YT28,YX10
5/15/20,YR86,F,131,2019,3/22/19,,131311,captive,131312,captive,60,6.1162,YS66,YX48
5/15/20,YI56,F,74,2019,3/1/19,,130741,captive,130742,captive,63,7.25975,YD14,OF34
5/15/20,YV05,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,YV13,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,YO27,F,108,2019,3/15/19,,131081,captive,131082,captive,61,8.71775,YF25,YF36
5/15/20,YB58,F,14,2019,2/1/19,,130141,captive,130142,captive,67,6.73925,YP29,OC10
5/15/20,GC74,F,125,2019,3/22/19,,131251,captive,131252,captive,60,6.9668,YT75,YP95
5/15/20,YD79,F,25,2019,2/5/19,,130251,captive,130252,captive,66.42857143,8.8784,YX22,YD06
5/15/20,YR88,F,127,2019,3/22/19,,131271,captive,131272,captive,60,7.34135,YX45,YT10
5/15/20,YV18,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,OL04,F,65,2019,2/26/19,,130651,captive,130652,captive,63.42857143,7.33545,YX01,YB56
5/15/20,YR81,F,124,2019,3/22/19,,131241,captive,131242,captive,60,6.29005,YI54,OD29
5/15/20,YV74,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,YS53,F,134,2019,3/26/19,,131341,captive,131342,captive,59.42857143,7.42485,OB79,YT30
5/15/20,YV24,F,151,2019,4/9/19,,131511,captive,131512,captive,57.42857143,8.04395,YR28,YN22
5/15/20,YC77,F,24,2019,2/5/19,,130241,captive,130242,captive,66.42857143,8.4463,YX09,YO35
5/15/20,YF82,F,40,2019,2/15/19,,130401,captive,130402,captive,65,8.4136,YT02,YK24
5/15/20,YR78,F,126,2019,3/22/19,,131261,captive,131262,captive,60,6.77885,YT78,YR92
2/1/19,YL06,F,98,2018,2/20/18,,120981,captive,120982,captive,49.42857143,8.58205,OC22,YD30
2/1/19,YO05,F,119,2018,2/23/18,,121191,captive,121192,captive,49,8.2744,OD04,YF27
2/1/19,YO03,F,123,2018,2/23/18,,121231,captive,121232,captive,49,7.8848,YJ05,OC13
2/1/19,YP29,F,126,2018,2/27/18,,121261,captive,121262,captive,48.42857143,6.4805,YF04,YT30
2/1/19,YP24,F,134,2018,2/27/18,,121341,captive,121342,captive,48.42857143,7.33595,OF23,OH33
2/1/19,YR09,F,138,2018,2/27/18,,121381,wild,121382,captive,48.42857143,3.29785,2RX97,OK03
2/1/19,YT08,F,153,2018,3/6/18,,121531,captive,121532,captive,47.42857143,6.28515,OF24,OL05
2/1/19,YV01,F,162,2018,3/9/18,,121621,captive,121622,captive,47,5.9473,OA04,YJ49
2/1/19,YV00,F,162,2018,3/9/18,,121621,captive,121622,captive,47,5.9473,OA04,YJ49
2/1/19,YV02,F,165,2018,3/9/18,,121651,captive,121652,captive,47,7.19045,OF27,YT32
2/1/19,YX08,F,170,2018,3/9/18,,121701,wild,121702,captive,47,3.9785,2RX48,OK02
2/1/19,OA07,F,185,2018,3/13/18,,121851,captive,121852,captive,46.42857143,6.3799,OB21,OA12
2/1/19,OA06,F,185,2018,3/13/18,,121851,captive,121852,captive,46.42857143,6.3799,OB21,OA12
2/1/19,OC04,F,192,2018,3/16/18,,121921,captive,121922,captive,46,7.96195,OD23,YF50
2/5/19,YX21,F,173,2018,3/13/18,,121731,captive,121732,captive,47,4.08205,YO35,OA78
2/5/19,YS10,F,145,2018,3/6/18,,121451,captive,121452,captive,48,7.916,YC25,OL01
2/5/19,YO06,F,119,2018,2/23/18,,121191,captive,121192,captive,49.57142857,8.2744,OD04,YF27
2/5/19,YR03,F,141,2018,3/2/18,,121411,captive,121412,captive,48.57142857,6.4971,OH07,YC48
